route_id,from_node_id,to_node_id,transport_mode,distance_km,base_cost_usd,fuel_sensitivity,capacity_units,transit_time_hours
R_01119,NODE_0071,NODE_0150,Rail,2461,1229,0.4,15797,70
R_01120,NODE_0107,NODE_0114,Truck,2357,340,0.64,6688,104
R_01121,NODE_0013,NODE_0217,Rail,986,317,0.35,4417,130
R_01122,NODE_0080,NODE_0015,Truck,6084,389,0.47,4525,11
R_01123,NODE_0291,NODE_0213,Truck,3088,1062,0.6,19283,186
R_01124,NODE_0153,NODE_0240,Rail,11938,790,0.32,2432,81
R_01125,NODE_0056,NODE_0079,Truck,10625,165,0.57,7687,136
R_01126,NODE_0082,NODE_0005,Rail,7040,1492,0.39,16886,149
R_01127,NODE_0132,NODE_0292,Sea,5114,565,0.21,7138,77
R_01128,NODE_0047,NODE_0267,Rail,2150,533,0.31,3834,64
R_01129,NODE_0200,NODE_0094,Sea,9263,1339,0.28,17349,130
R_01130,NODE_0160,NODE_0207,Rail,2800,211,0.37,15900,57
R_01131,NODE_0138,NODE_0055,Truck,1374,842,0.57,12992,15
R_01132,NODE_0122,NODE_0144,Truck,8973,318,0.46,2359,201
R_01133,NODE_0158,NODE_0096,Sea,3405,1407,0.29,9875,76
R_01134,NODE_0043,NODE_0291,Sea,835,1254,0.3,17853,19
R_01135,NODE_0024,NODE_0161,Truck,5156,117,0.65,11253,109
R_01136,NODE_0256,NODE_0099,Rail,6500,828,0.4,5190,92
R_01137,NODE_0208,NODE_0257,Truck,8327,407,0.45,14521,130
R_01138,NODE_0019,NODE_0148,Truck,2582,1497,0.54,5056,191
R_01139,NODE_0118,NODE_0110,Sea,10818,388,0.27,7277,136
R_01140,NODE_0264,NODE_0267,Rail,7431,368,0.3,13806,167
R_01141,NODE_0220,NODE_0020,Sea,11288,893,0.19,4457,47
R_01142,NODE_0290,NODE_0254,Truck,344,392,0.6,12143,148
R_01143,NODE_0044,NODE_0255,Truck,7551,742,0.48,11686,49
R_01144,NODE_0034,NODE_0143,Sea,6052,823,0.16,7871,189
R_01145,NODE_0235,NODE_0132,Rail,4294,1005,0.35,6602,39
R_01146,NODE_0291,NODE_0249,Truck,6055,687,0.53,6226,120
R_01147,NODE_0187,NODE_0262,Sea,5238,865,0.16,15539,137
R_01148,NODE_0230,NODE_0134,Sea,799,1371,0.3,3869,197
R_01149,NODE_0125,NODE_0287,Truck,2632,315,0.51,7184,153
R_01150,NODE_0204,NODE_0037,Truck,6460,1046,0.58,13433,127
R_01151,NODE_0239,NODE_0273,Rail,1887,275,0.28,5550,109
R_01152,NODE_0221,NODE_0102,Rail,5485,232,0.3,17934,62
R_01153,NODE_0243,NODE_0058,Rail,7547,178,0.33,17399,45
R_01154,NODE_0109,NODE_0163,Sea,613,1331,0.27,4044,214
R_01155,NODE_0185,NODE_0220,Rail,3596,210,0.28,2751,202
R_01156,NODE_0216,NODE_0138,Rail,10515,460,0.26,4269,78
R_01157,NODE_0207,NODE_0041,Rail,11768,1024,0.38,19195,62
R_01158,NODE_0132,NODE_0094,Truck,1614,977,0.52,11728,50
R_01159,NODE_0101,NODE_0178,Rail,7990,1073,0.33,7265,186
R_01160,NODE_0223,NODE_0181,Sea,9444,896,0.27,8506,27
R_01161,NODE_0296,NODE_0074,Rail,10980,748,0.25,17029,45
R_01162,NODE_0255,NODE_0162,Truck,11141,932,0.5,2120,123
R_01163,NODE_0064,NODE_0230,Sea,9576,299,0.16,8149,115
R_01164,NODE_0279,NODE_0085,Sea,6285,542,0.2,8263,181
R_01165,NODE_0295,NODE_0007,Rail,6060,133,0.3,12058,136
R_01166,NODE_0063,NODE_0255,Sea,7571,947,0.21,13541,220
R_01167,NODE_0277,NODE_0218,Sea,5602,332,0.29,17034,117
R_01168,NODE_0191,NODE_0090,Sea,9846,433,0.23,14503,80
R_01169,NODE_0223,NODE_0145,Sea,10264,303,0.3,5401,30
R_01170,NODE_0008,NODE_0210,Truck,8233,1377,0.64,5267,170
R_01171,NODE_0227,NODE_0257,Sea,634,1467,0.19,15783,62
R_01172,NODE_0114,NODE_0232,Sea,6343,334,0.18,17387,39
R_01173,NODE_0179,NODE_0237,Rail,10665,910,0.25,14276,208
R_01174,NODE_0114,NODE_0259,Rail,4484,1448,0.29,15589,180
R_01175,NODE_0123,NODE_0002,Rail,635,131,0.25,14268,223
R_01176,NODE_0265,NODE_0162,Rail,2892,1271,0.4,9924,150
R_01177,NODE_0200,NODE_0098,Sea,10658,905,0.27,16060,40
R_01178,NODE_0199,NODE_0088,Rail,5312,1159,0.27,9568,33
R_01179,NODE_0064,NODE_0258,Truck,10445,1281,0.61,10527,222
R_01180,NODE_0283,NODE_0081,Rail,3438,290,0.26,16333,10
R_01181,NODE_0078,NODE_0014,Sea,11692,1213,0.29,4581,154
R_01182,NODE_0195,NODE_0012,Sea,2238,1029,0.25,13734,55
R_01183,NODE_0122,NODE_0113,Rail,3275,1196,0.38,14389,205
R_01184,NODE_0133,NODE_0026,Rail,1459,394,0.34,5388,36
R_01185,NODE_0235,NODE_0062,Truck,2423,678,0.5,7918,31
R_01186,NODE_0039,NODE_0253,Rail,3507,900,0.27,2719,113
R_01187,NODE_0037,NODE_0249,Sea,1350,530,0.25,14296,235
R_01188,NODE_0160,NODE_0230,Truck,3045,711,0.45,7854,176
R_01189,NODE_0290,NODE_0016,Truck,5716,810,0.55,19907,9
R_01190,NODE_0081,NODE_0267,Sea,4269,349,0.18,2968,145
R_01191,NODE_0011,NODE_0265,Sea,2596,542,0.28,5761,238
R_01192,NODE_0111,NODE_0015,Rail,2370,550,0.26,6147,76
R_01193,NODE_0140,NODE_0246,Truck,1606,813,0.59,11644,127
R_01194,NODE_0253,NODE_0223,Sea,6652,495,0.19,8484,183
R_01195,NODE_0143,NODE_0201,Truck,9662,1303,0.51,8744,192
R_01196,NODE_0249,NODE_0221,Rail,7042,1321,0.36,12444,167
R_01197,NODE_0055,NODE_0196,Rail,3372,1261,0.3,4105,123
R_01198,NODE_0085,NODE_0017,Sea,4246,1301,0.21,19383,98
R_01199,NODE_0203,NODE_0015,Truck,3047,760,0.54,8092,99
R_01200,NODE_0125,NODE_0037,Truck,10863,861,0.52,12303,39
R_01201,NODE_0004,NODE_0163,Sea,278,773,0.18,12536,238
R_01202,NODE_0119,NODE_0287,Truck,6417,680,0.57,19277,63
R_01203,NODE_0052,NODE_0287,Rail,11835,1344,0.39,4451,154
R_01204,NODE_0215,NODE_0222,Rail,5344,505,0.28,18185,135
R_01205,NODE_0023,NODE_0140,Rail,2053,354,0.32,12711,159
R_01206,NODE_0196,NODE_0121,Sea,448,683,0.15,2152,126
R_01207,NODE_0145,NODE_0067,Rail,706,1192,0.39,3281,94
R_01208,NODE_0008,NODE_0035,Rail,1658,950,0.36,11000,89
R_01209,NODE_0177,NODE_0204,Truck,9216,741,0.55,3542,108
R_01210,NODE_0152,NODE_0232,Rail,10603,348,0.38,5366,15
R_01211,NODE_0114,NODE_0024,Truck,2373,315,0.65,16276,65
R_01212,NODE_0087,NODE_0045,Truck,11963,855,0.61,19614,9
R_01213,NODE_0026,NODE_0132,Truck,1915,198,0.64,4458,75
R_01214,NODE_0168,NODE_0194,Rail,11546,448,0.39,17096,38
R_01215,NODE_0064,NODE_0163,Truck,9670,946,0.58,6009,141
R_01216,NODE_0270,NODE_0123,Sea,7930,1454,0.22,11192,90
R_01217,NODE_0247,NODE_0115,Truck,4422,706,0.59,13567,150
R_01218,NODE_0124,NODE_0105,Sea,1378,253,0.3,3974,62
R_01219,NODE_0006,NODE_0110,Rail,6408,484,0.32,13155,61
R_01220,NODE_0270,NODE_0263,Rail,5208,1029,0.35,18531,35
R_01221,NODE_0066,NODE_0112,Rail,6417,1026,0.38,18825,59
R_01222,NODE_0204,NODE_0096,Truck,4652,966,0.48,12064,230
R_01223,NODE_0295,NODE_0052,Truck,7652,319,0.6,9882,12
R_01224,NODE_0235,NODE_0095,Rail,568,1075,0.35,16832,98
R_01225,NODE_0135,NODE_0060,Sea,1477,825,0.21,6935,109
R_01226,NODE_0257,NODE_0220,Sea,5567,208,0.22,14116,33
R_01227,NODE_0025,NODE_0195,Sea,7023,497,0.19,15195,53
R_01228,NODE_0141,NODE_0271,Sea,8187,1162,0.22,3634,173
R_01229,NODE_0127,NODE_0056,Truck,1987,208,0.63,10722,69
R_01230,NODE_0033,NODE_0272,Truck,4613,563,0.63,15256,108
R_01231,NODE_0201,NODE_0051,Truck,11432,649,0.55,7604,209
R_01232,NODE_0104,NODE_0177,Sea,4818,1321,0.19,2101,32
R_01233,NODE_0094,NODE_0257,Sea,10292,1076,0.26,9819,51
R_01234,NODE_0161,NODE_0035,Truck,3169,780,0.63,6647,11
R_01235,NODE_0242,NODE_0219,Rail,441,463,0.4,4522,51
R_01236,NODE_0004,NODE_0180,Rail,9654,102,0.32,10110,128
R_01237,NODE_0056,NODE_0023,Truck,9394,1492,0.65,9480,142
R_01238,NODE_0257,NODE_0085,Truck,1638,304,0.51,12999,123
R_01239,NODE_0251,NODE_0179,Sea,4316,1458,0.22,13937,125
R_01240,NODE_0006,NODE_0180,Rail,11735,783,0.38,17871,36
R_01241,NODE_0138,NODE_0265,Sea,10582,142,0.17,15445,227
R_01242,NODE_0112,NODE_0072,Rail,8256,163,0.29,16113,100
R_01243,NODE_0105,NODE_0045,Truck,6289,1408,0.47,10975,232
R_01244,NODE_0278,NODE_0230,Sea,2966,643,0.29,13430,235
R_01245,NODE_0169,NODE_0200,Sea,6936,665,0.2,3346,156
R_01246,NODE_0266,NODE_0175,Sea,2114,987,0.27,13370,81
R_01247,NODE_0056,NODE_0004,Rail,11331,401,0.32,6922,141
R_01248,NODE_0148,NODE_0285,Sea,2764,721,0.22,4117,212
R_01249,NODE_0150,NODE_0007,Rail,770,545,0.29,6044,21
R_01250,NODE_0250,NODE_0156,Truck,7150,821,0.58,2021,20
R_01251,NODE_0128,NODE_0070,Rail,4741,1128,0.35,7080,30
R_01252,NODE_0138,NODE_0073,Sea,3323,984,0.24,4644,82
R_01253,NODE_0112,NODE_0016,Rail,5910,609,0.37,14656,116
R_01254,NODE_0204,NODE_0050,Rail,5048,1322,0.3,16280,181
R_01255,NODE_0165,NODE_0296,Truck,11295,508,0.5,15641,149
R_01256,NODE_0102,NODE_0154,Rail,1502,708,0.33,17111,147
R_01257,NODE_0093,NODE_0192,Rail,1673,383,0.33,12264,136
R_01258,NODE_0183,NODE_0239,Rail,7106,1055,0.31,15443,126
R_01259,NODE_0014,NODE_0286,Truck,6996,281,0.6,11908,209
R_01260,NODE_0124,NODE_0297,Sea,6213,360,0.24,11612,21
R_01261,NODE_0201,NODE_0064,Rail,11078,112,0.32,18974,125
R_01262,NODE_0027,NODE_0043,Truck,4526,1430,0.47,5191,218
R_01263,NODE_0148,NODE_0289,Rail,11414,778,0.38,5979,197
R_01264,NODE_0299,NODE_0261,Sea,11846,208,0.26,18916,44
R_01265,NODE_0287,NODE_0253,Truck,3762,1483,0.58,7071,85
R_01266,NODE_0159,NODE_0003,Rail,10318,511,0.27,2001,47
R_01267,NODE_0061,NODE_0266,Truck,4150,518,0.47,2807,221
R_01268,NODE_0258,NODE_0227,Rail,1011,349,0.29,17850,55
R_01269,NODE_0120,NODE_0279,Rail,10139,1495,0.32,6036,118
R_01270,NODE_0074,NODE_0011,Truck,2421,1446,0.5,18761,197
R_01271,NODE_0279,NODE_0102,Rail,7971,693,0.29,5277,158
R_01272,NODE_0252,NODE_0188,Sea,4608,901,0.21,5517,126
R_01273,NODE_0213,NODE_0217,Truck,558,680,0.54,14760,10
R_01274,NODE_0297,NODE_0155,Truck,10669,1432,0.63,16564,18
R_01275,NODE_0181,NODE_0071,Rail,11946,1038,0.29,7187,99
R_01276,NODE_0256,NODE_0257,Truck,5815,1175,0.53,4056,52
R_01277,NODE_0077,NODE_0180,Sea,11883,1253,0.2,6588,79
R_01278,NODE_0155,NODE_0201,Truck,10669,1090,0.53,17458,163
R_01279,NODE_0092,NODE_0294,Sea,8406,1449,0.23,6240,186
R_01280,NODE_0165,NODE_0297,Rail,9676,1364,0.37,4214,19
R_01281,NODE_0015,NODE_0081,Truck,1681,1462,0.47,17611,90
R_01282,NODE_0118,NODE_0121,Truck,2950,886,0.6,15764,24
R_01283,NODE_0031,NODE_0128,Truck,713,249,0.54,14265,163
R_01284,NODE_0015,NODE_0089,Rail,1863,1020,0.31,8544,58
R_01285,NODE_0129,NODE_0251,Rail,11222,685,0.28,7311,119
R_01286,NODE_0270,NODE_0098,Truck,9637,149,0.58,5152,60
R_01287,NODE_0017,NODE_0071,Truck,5991,935,0.56,4358,95
R_01288,NODE_0094,NODE_0270,Rail,3215,524,0.34,17523,136
R_01289,NODE_0180,NODE_0182,Sea,9253,382,0.27,16381,117
R_01290,NODE_0192,NODE_0036,Sea,1380,360,0.27,11772,33
R_01291,NODE_0060,NODE_0255,Truck,943,1331,0.56,2738,65
R_01292,NODE_0148,NODE_0128,Rail,11622,832,0.26,7172,81
R_01293,NODE_0038,NODE_0273,Sea,4055,1160,0.29,18385,87
R_01294,NODE_0204,NODE_0029,Sea,11528,327,0.24,10619,175
R_01295,NODE_0015,NODE_0016,Rail,7004,634,0.28,3946,43
R_01296,NODE_0104,NODE_0280,Sea,5500,1458,0.29,4042,68
R_01297,NODE_0252,NODE_0037,Sea,10094,172,0.2,4318,114
R_01298,NODE_0041,NODE_0282,Rail,2221,654,0.36,5409,17
R_01299,NODE_0254,NODE_0259,Truck,10755,817,0.54,11942,208
R_01300,NODE_0116,NODE_0010,Truck,531,501,0.56,14431,182
R_01301,NODE_0009,NODE_0282,Rail,954,892,0.36,6103,118
R_01302,NODE_0218,NODE_0281,Truck,1993,996,0.47,14049,98
R_01303,NODE_0099,NODE_0175,Rail,1049,587,0.28,2329,66
R_01304,NODE_0211,NODE_0274,Sea,850,130,0.28,10189,216
R_01305,NODE_0029,NODE_0039,Truck,2176,998,0.49,3432,88
R_01306,NODE_0179,NODE_0125,Rail,2225,1341,0.31,6010,176
R_01307,NODE_0039,NODE_0128,Sea,3472,1113,0.26,13696,237
R_01308,NODE_0112,NODE_0227,Sea,5059,851,0.27,11590,230
R_01309,NODE_0125,NODE_0269,Rail,5324,1208,0.33,3769,96
R_01310,NODE_0210,NODE_0248,Rail,1385,516,0.39,19071,67
R_01311,NODE_0156,NODE_0283,Truck,2111,862,0.59,6651,17
R_01312,NODE_0120,NODE_0225,Sea,7534,333,0.15,3106,77
R_01313,NODE_0142,NODE_0196,Rail,1484,222,0.29,14580,134
R_01314,NODE_0009,NODE_0195,Rail,7374,190,0.28,14429,55
R_01315,NODE_0220,NODE_0272,Truck,10920,724,0.46,13396,14
R_01316,NODE_0172,NODE_0134,Sea,3647,156,0.2,16223,229
R_01317,NODE_0218,NODE_0029,Truck,9165,894,0.64,11418,227
R_01318,NODE_0273,NODE_0237,Rail,9481,1263,0.37,10522,49
R_01319,NODE_0195,NODE_0239,Sea,4003,370,0.29,11197,212
R_01320,NODE_0140,NODE_0043,Truck,8993,705,0.52,14930,17
R_01321,NODE_0140,NODE_0185,Rail,10900,613,0.37,2404,39
R_01322,NODE_0157,NODE_0291,Sea,5359,641,0.28,16542,126
R_01323,NODE_0008,NODE_0225,Truck,7742,175,0.64,17735,171
R_01324,NODE_0284,NODE_0111,Rail,1059,1286,0.39,11058,237
R_01325,NODE_0282,NODE_0160,Truck,7316,468,0.5,11048,74
R_01326,NODE_0253,NODE_0065,Truck,10427,457,0.48,3624,67
R_01327,NODE_0058,NODE_0019,Truck,11313,1137,0.62,12398,18
R_01328,NODE_0283,NODE_0116,Truck,11807,630,0.65,2528,181
R_01329,NODE_0180,NODE_0276,Sea,832,1329,0.19,5577,27
R_01330,NODE_0259,NODE_0227,Truck,8472,258,0.5,12675,154
R_01331,NODE_0190,NODE_0212,Truck,10616,973,0.63,6688,14
R_01332,NODE_0167,NODE_0184,Rail,6786,1435,0.31,11635,167
R_01333,NODE_0015,NODE_0082,Rail,830,695,0.39,2836,35
R_01334,NODE_0108,NODE_0160,Sea,11827,1140,0.27,13273,63
R_01335,NODE_0193,NODE_0298,Truck,10865,407,0.53,4570,27
R_01336,NODE_0114,NODE_0289,Sea,9511,1390,0.23,15699,145
R_01337,NODE_0062,NODE_0270,Truck,10046,1067,0.58,19050,120
R_01338,NODE_0162,NODE_0137,Truck,9524,700,0.63,12770,70
R_01339,NODE_0185,NODE_0118,Rail,5257,336,0.35,16582,195
R_01340,NODE_0209,NODE_0185,Truck,5866,1247,0.55,13871,175
R_01341,NODE_0247,NODE_0117,Rail,6962,570,0.34,6105,145
R_01342,NODE_0125,NODE_0208,Sea,9680,1463,0.17,10528,211
R_01343,NODE_0146,NODE_0174,Rail,2032,266,0.31,18548,45
R_01344,NODE_0294,NODE_0253,Sea,3345,468,0.28,2508,50
R_01345,NODE_0061,NODE_0214,Rail,9186,1062,0.36,6141,230
R_01346,NODE_0017,NODE_0220,Truck,11405,441,0.65,6337,139
R_01347,NODE_0271,NODE_0198,Rail,5905,361,0.31,9911,190
R_01348,NODE_0150,NODE_0060,Rail,5615,1311,0.34,5531,192
R_01349,NODE_0023,NODE_0037,Sea,5915,1019,0.29,16737,197
R_01350,NODE_0223,NODE_0148,Rail,11570,375,0.36,18691,29
R_01351,NODE_0077,NODE_0003,Sea,9816,857,0.25,16861,105
R_01352,NODE_0164,NODE_0224,Truck,8434,1304,0.51,5175,67
R_01353,NODE_0152,NODE_0252,Rail,891,1255,0.33,19209,156
R_01354,NODE_0260,NODE_0218,Rail,5388,886,0.3,7846,44
R_01355,NODE_0021,NODE_0107,Rail,8605,669,0.34,12301,33
R_01356,NODE_0177,NODE_0145,Truck,2042,689,0.5,16382,65
R_01357,NODE_0086,NODE_0147,Rail,10031,317,0.39,11130,44
R_01358,NODE_0049,NODE_0105,Sea,8434,445,0.15,3302,236
R_01359,NODE_0276,NODE_0275,Truck,209,1100,0.62,2844,102
R_01360,NODE_0104,NODE_0144,Sea,7087,1011,0.23,16871,83
R_01361,NODE_0056,NODE_0061,Rail,7182,1110,0.29,6483,79
R_01362,NODE_0059,NODE_0181,Truck,3744,252,0.52,18615,93
R_01363,NODE_0141,NODE_0232,Sea,8502,1476,0.27,12315,236
R_01364,NODE_0019,NODE_0221,Truck,11652,1167,0.51,3167,170
R_01365,NODE_0004,NODE_0125,Truck,9706,870,0.62,9215,180
R_01366,NODE_0100,NODE_0135,Rail,2581,1092,0.37,18276,80
R_01367,NODE_0067,NODE_0101,Sea,1553,1157,0.28,9018,8
R_01368,NODE_0222,NODE_0034,Rail,9237,1351,0.28,7836,17
R_01369,NODE_0214,NODE_0134,Sea,6330,1392,0.24,13426,131
R_01370,NODE_0271,NODE_0092,Rail,3899,698,0.35,18063,211
R_01371,NODE_0200,NODE_0182,Sea,7980,705,0.16,5682,233
R_01372,NODE_0147,NODE_0214,Rail,5431,606,0.35,5795,53
R_01373,NODE_0237,NODE_0163,Sea,1960,811,0.25,6196,206
R_01374,NODE_0247,NODE_0250,Sea,6850,580,0.15,10779,137
R_01375,NODE_0110,NODE_0209,Truck,9312,761,0.5,12407,113
R_01376,NODE_0200,NODE_0226,Rail,6631,633,0.39,10792,132
R_01377,NODE_0112,NODE_0173,Sea,847,731,0.22,9251,154
R_01378,NODE_0085,NODE_0274,Truck,10344,325,0.64,12803,41
R_01379,NODE_0276,NODE_0010,Sea,445,876,0.16,12921,98
R_01380,NODE_0283,NODE_0032,Sea,906,1162,0.18,19546,58
R_01381,NODE_0080,NODE_0274,Rail,11860,569,0.29,7288,103
R_01382,NODE_0169,NODE_0211,Truck,9159,609,0.64,3182,224
R_01383,NODE_0010,NODE_0269,Truck,8316,914,0.61,3385,48
R_01384,NODE_0144,NODE_0154,Truck,3868,1393,0.6,10103,16
R_01385,NODE_0139,NODE_0063,Rail,10836,920,0.27,10847,228
R_01386,NODE_0043,NODE_0039,Truck,8365,950,0.45,19750,162
R_01387,NODE_0077,NODE_0048,Sea,9736,901,0.18,12229,208
R_01388,NODE_0165,NODE_0217,Sea,483,718,0.19,8640,33
R_01389,NODE_0135,NODE_0295,Rail,6269,696,0.31,9282,112
R_01390,NODE_0287,NODE_0142,Rail,4759,1192,0.33,14530,12
R_01391,NODE_0254,NODE_0201,Rail,9055,321,0.32,2815,109
R_01392,NODE_0118,NODE_0228,Rail,7911,1253,0.27,12178,93
R_01393,NODE_0073,NODE_0042,Truck,9289,446,0.49,18050,159
R_01394,NODE_0127,NODE_0042,Truck,6705,1362,0.62,19150,193
R_01395,NODE_0290,NODE_0119,Truck,8184,616,0.53,13071,221
R_01396,NODE_0077,NODE_0018,Rail,11388,1257,0.34,2182,76
R_01397,NODE_0107,NODE_0287,Rail,9038,1123,0.3,9724,90
R_01398,NODE_0236,NODE_0247,Sea,9189,266,0.29,15949,187
R_01399,NODE_0039,NODE_0192,Truck,323,431,0.55,5980,50
R_01400,NODE_0101,NODE_0224,Truck,739,968,0.55,19189,132
R_01401,NODE_0071,NODE_0280,Rail,6643,118,0.29,16269,83
R_01402,NODE_0138,NODE_0267,Rail,10177,861,0.33,7437,44
R_01403,NODE_0148,NODE_0267,Sea,3449,1357,0.29,14165,140
R_01404,NODE_0128,NODE_0241,Rail,3550,776,0.39,6434,50
R_01405,NODE_0268,NODE_0242,Truck,5305,952,0.49,17417,25
R_01406,NODE_0002,NODE_0159,Sea,3174,508,0.25,19620,125
R_01407,NODE_0169,NODE_0048,Truck,10339,1059,0.57,4187,97
R_01408,NODE_0286,NODE_0115,Rail,10402,128,0.39,10997,80
R_01409,NODE_0218,NODE_0299,Sea,5109,852,0.24,15214,73
R_01410,NODE_0287,NODE_0277,Sea,10903,514,0.16,6994,34
R_01411,NODE_0110,NODE_0143,Truck,4407,1254,0.47,19115,158
R_01412,NODE_0196,NODE_0169,Sea,9802,1338,0.19,17512,61
R_01413,NODE_0086,NODE_0001,Truck,3646,287,0.64,6800,44
R_01414,NODE_0084,NODE_0243,Truck,5397,259,0.63,3710,43
R_01415,NODE_0261,NODE_0225,Rail,10992,1066,0.3,18396,202
R_01416,NODE_0060,NODE_0123,Sea,6542,872,0.27,17547,98
R_01417,NODE_0159,NODE_0267,Rail,8794,260,0.38,9009,50
R_01418,NODE_0142,NODE_0073,Rail,9283,1004,0.32,10209,183
R_01419,NODE_0061,NODE_0285,Rail,10783,813,0.28,13982,226
R_01420,NODE_0238,NODE_0177,Sea,7048,537,0.24,8258,105
R_01421,NODE_0191,NODE_0091,Sea,274,501,0.22,19236,57
R_01422,NODE_0002,NODE_0158,Rail,1641,855,0.39,18475,11
R_01423,NODE_0139,NODE_0017,Sea,4604,1414,0.22,3439,186
R_01424,NODE_0129,NODE_0140,Sea,1037,1271,0.27,17427,163
R_01425,NODE_0232,NODE_0251,Truck,7856,1426,0.6,5404,17
R_01426,NODE_0189,NODE_0014,Sea,11786,413,0.26,7796,230
R_01427,NODE_0067,NODE_0042,Rail,2056,214,0.32,4042,88
R_01428,NODE_0049,NODE_0278,Rail,3281,1441,0.34,2546,93
R_01429,NODE_0162,NODE_0086,Sea,11931,850,0.23,15211,114
R_01430,NODE_0031,NODE_0033,Truck,8316,402,0.6,4751,52
R_01431,NODE_0227,NODE_0022,Rail,10070,506,0.35,15410,52
R_01432,NODE_0001,NODE_0159,Rail,9284,818,0.27,17278,153
R_01433,NODE_0044,NODE_0289,Rail,1544,338,0.39,7980,194
R_01434,NODE_0044,NODE_0095,Rail,9785,1383,0.39,7548,209
R_01435,NODE_0005,NODE_0111,Sea,6236,1042,0.16,10084,86
R_01436,NODE_0097,NODE_0067,Rail,973,876,0.36,7832,79
R_01437,NODE_0071,NODE_0289,Rail,6882,562,0.38,10939,234
R_01438,NODE_0102,NODE_0090,Rail,4349,1000,0.29,18052,98
R_01439,NODE_0296,NODE_0186,Rail,10615,1171,0.32,7586,17
R_01440,NODE_0299,NODE_0197,Truck,8913,1264,0.49,16216,96
R_01441,NODE_0147,NODE_0106,Rail,11563,1131,0.33,10812,31
R_01442,NODE_0262,NODE_0107,Rail,3675,1057,0.29,5778,140
R_01443,NODE_0095,NODE_0243,Truck,7755,1301,0.51,14383,176
R_01444,NODE_0017,NODE_0165,Sea,1813,1389,0.2,2258,48
R_01445,NODE_0215,NODE_0243,Rail,5616,1426,0.39,8131,99
R_01446,NODE_0156,NODE_0083,Rail,9058,481,0.36,16385,215
R_01447,NODE_0233,NODE_0294,Sea,7226,917,0.22,9981,72
R_01448,NODE_0191,NODE_0172,Rail,11217,921,0.3,9677,203
R_01449,NODE_0259,NODE_0055,Rail,7077,651,0.39,15131,159
R_01450,NODE_0014,NODE_0083,Sea,2826,715,0.28,19173,58
R_01451,NODE_0290,NODE_0071,Truck,10969,782,0.61,3762,31
R_01452,NODE_0158,NODE_0072,Rail,7615,910,0.27,2027,176
R_01453,NODE_0075,NODE_0102,Truck,5036,729,0.47,9739,227
R_01454,NODE_0104,NODE_0223,Truck,11964,601,0.48,14263,9
R_01455,NODE_0244,NODE_0081,Rail,1736,1064,0.33,14912,186
R_01456,NODE_0108,NODE_0241,Sea,6265,1049,0.26,5139,107
R_01457,NODE_0065,NODE_0162,Truck,6651,769,0.63,15913,160
R_01458,NODE_0201,NODE_0273,Truck,5783,1100,0.58,2881,64
R_01459,NODE_0091,NODE_0120,Rail,6035,796,0.33,2052,164
R_01460,NODE_0203,NODE_0039,Sea,3869,382,0.22,3449,62
R_01461,NODE_0154,NODE_0222,Truck,5663,886,0.58,15949,46
R_01462,NODE_0145,NODE_0159,Rail,11163,1084,0.26,15819,53
R_01463,NODE_0083,NODE_0203,Sea,8576,317,0.22,4707,96
R_01464,NODE_0051,NODE_0207,Truck,2735,753,0.48,18612,106
R_01465,NODE_0232,NODE_0005,Rail,10812,1472,0.31,3786,85
R_01466,NODE_0217,NODE_0132,Sea,10489,337,0.24,16754,136
R_01467,NODE_0190,NODE_0242,Sea,5589,1195,0.3,5659,209
R_01468,NODE_0091,NODE_0217,Sea,6382,1481,0.16,2227,94
R_01469,NODE_0132,NODE_0101,Sea,10168,1031,0.22,17229,80
R_01470,NODE_0020,NODE_0062,Rail,7640,851,0.26,14101,72
R_01471,NODE_0217,NODE_0172,Sea,4952,148,0.23,7856,83
R_01472,NODE_0182,NODE_0213,Truck,7419,764,0.51,3167,160
R_01473,NODE_0057,NODE_0182,Sea,699,1188,0.26,10147,52
R_01474,NODE_0043,NODE_0273,Truck,2165,396,0.58,16126,236
R_01475,NODE_0140,NODE_0176,Rail,11388,1364,0.29,19155,153
R_01476,NODE_0234,NODE_0020,Truck,5450,863,0.46,5313,105
R_01477,NODE_0262,NODE_0040,Rail,10532,718,0.31,2733,55
R_01478,NODE_0131,NODE_0040,Rail,2007,492,0.34,11935,165
R_01479,NODE_0263,NODE_0276,Truck,11474,200,0.52,17496,63
R_01480,NODE_0223,NODE_0140,Sea,11386,480,0.19,3498,162
R_01481,NODE_0204,NODE_0092,Sea,4768,658,0.15,8787,12
R_01482,NODE_0212,NODE_0066,Rail,4475,1047,0.34,12425,32
R_01483,NODE_0113,NODE_0115,Truck,11716,764,0.49,11431,194
R_01484,NODE_0235,NODE_0215,Sea,9852,773,0.23,17584,150
R_01485,NODE_0006,NODE_0175,Rail,5337,809,0.37,6973,126
R_01486,NODE_0255,NODE_0107,Sea,11531,448,0.25,10378,111
R_01487,NODE_0016,NODE_0292,Truck,10444,1096,0.56,13314,29
R_01488,NODE_0106,NODE_0271,Rail,5081,697,0.36,16794,180
R_01489,NODE_0239,NODE_0015,Truck,10337,1297,0.48,13522,152
R_01490,NODE_0220,NODE_0212,Truck,4751,1239,0.6,9691,104
R_01491,NODE_0275,NODE_0067,Rail,10047,352,0.26,9153,62
R_01492,NODE_0056,NODE_0292,Rail,3026,425,0.37,15143,148
