shipment_id,origin_node_id,destination_node_id,volume_units,priority_level,baseline_cost_usd
S_008233,NODE_0251,NODE_0187,25,High,2203
S_008234,NODE_0134,NODE_0148,12,High,2732
S_008235,NODE_0086,NODE_0045,1,High,2955
S_008236,NODE_0083,NODE_0008,22,High,2911
S_008237,NODE_0045,NODE_0263,6,High,3834
S_008238,NODE_0164,NODE_0138,19,Low,4311
S_008239,NODE_0280,NODE_0226,6,Medium,3194
S_008240,NODE_0017,NODE_0191,10,Low,3240
S_008241,NODE_0061,NODE_0024,19,Low,4251
S_008242,NODE_0189,NODE_0229,25,Medium,518
S_008243,NODE_0226,NODE_0296,13,High,742
S_008244,NODE_0205,NODE_0047,30,High,3971
S_008245,NODE_0141,NODE_0057,7,Medium,1323
S_008246,NODE_0087,NODE_0277,9,High,2179
S_008247,NODE_0194,NODE_0160,25,Medium,3485
S_008248,NODE_0275,NODE_0081,16,Medium,1004
S_008249,NODE_0209,NODE_0298,20,Low,1617
S_008250,NODE_0212,NODE_0056,27,Medium,3683
S_008251,NODE_0288,NODE_0128,20,Low,4063
S_008252,NODE_0010,NODE_0268,21,Low,4574
S_008253,NODE_0217,NODE_0063,1,Low,1890
S_008254,NODE_0115,NODE_0181,27,Low,1626
S_008255,NODE_0013,NODE_0132,12,High,3643
S_008256,NODE_0298,NODE_0056,11,Medium,2183
S_008257,NODE_0133,NODE_0099,18,Medium,3966
S_008258,NODE_0102,NODE_0104,16,Medium,4693
S_008259,NODE_0137,NODE_0043,8,High,4928
S_008260,NODE_0242,NODE_0270,16,Low,1425
S_008261,NODE_0287,NODE_0264,3,High,1216
S_008262,NODE_0061,NODE_0118,8,Medium,3168
S_008263,NODE_0081,NODE_0106,7,Low,2678
S_008264,NODE_0120,NODE_0085,9,Low,4122
S_008265,NODE_0006,NODE_0238,29,Low,1684
S_008266,NODE_0250,NODE_0257,16,High,3909
S_008267,NODE_0122,NODE_0125,24,High,4475
S_008268,NODE_0020,NODE_0262,24,Low,2072
S_008269,NODE_0088,NODE_0025,27,High,1660
S_008270,NODE_0092,NODE_0027,10,Medium,4752
S_008271,NODE_0150,NODE_0122,28,Medium,1419
S_008272,NODE_0251,NODE_0263,25,High,1303
S_008273,NODE_0212,NODE_0130,19,Medium,4397
S_008274,NODE_0057,NODE_0017,26,Medium,1656
S_008275,NODE_0174,NODE_0008,1,High,2026
S_008276,NODE_0261,NODE_0150,6,Low,2752
S_008277,NODE_0049,NODE_0255,2,High,1519
S_008278,NODE_0276,NODE_0114,28,High,1283
S_008279,NODE_0122,NODE_0253,16,High,2759
S_008280,NODE_0107,NODE_0131,2,Low,985
S_008281,NODE_0174,NODE_0242,19,Low,3220
S_008282,NODE_0046,NODE_0254,8,Low,2514
S_008283,NODE_0177,NODE_0266,4,Low,3846
S_008284,NODE_0256,NODE_0083,25,Low,884
S_008285,NODE_0041,NODE_0171,28,Low,4485
S_008286,NODE_0214,NODE_0283,12,Medium,3809
S_008287,NODE_0089,NODE_0041,3,Medium,4200
S_008288,NODE_0004,NODE_0027,14,Low,856
S_008289,NODE_0263,NODE_0070,4,Low,2694
S_008290,NODE_0005,NODE_0234,27,High,3592
S_008291,NODE_0221,NODE_0145,24,High,3267
S_008292,NODE_0109,NODE_0199,5,High,1547
S_008293,NODE_0059,NODE_0125,29,High,3225
S_008294,NODE_0022,NODE_0051,4,Low,2718
S_008295,NODE_0131,NODE_0193,18,High,3172
S_008296,NODE_0013,NODE_0067,27,High,1176
S_008297,NODE_0269,NODE_0146,17,High,2601
S_008298,NODE_0182,NODE_0139,22,High,2777
S_008299,NODE_0224,NODE_0072,12,Medium,4319
S_008300,NODE_0075,NODE_0028,10,Medium,2553
S_008301,NODE_0156,NODE_0064,22,Low,4168
S_008302,NODE_0184,NODE_0210,8,High,2606
S_008303,NODE_0000,NODE_0134,27,Medium,3167
S_008304,NODE_0051,NODE_0145,10,Medium,2999
S_008305,NODE_0215,NODE_0185,16,Medium,4733
S_008306,NODE_0034,NODE_0149,24,Medium,1811
S_008307,NODE_0162,NODE_0068,23,High,4684
S_008308,NODE_0273,NODE_0201,10,Medium,3105
S_008309,NODE_0008,NODE_0286,20,Low,703
S_008310,NODE_0128,NODE_0121,3,Medium,2906
S_008311,NODE_0079,NODE_0039,8,High,1302
S_008312,NODE_0114,NODE_0223,23,High,4589
S_008313,NODE_0174,NODE_0133,17,Low,2258
S_008314,NODE_0249,NODE_0248,16,Low,4115
S_008315,NODE_0062,NODE_0185,9,Low,1837
S_008316,NODE_0131,NODE_0059,6,Medium,512
S_008317,NODE_0104,NODE_0269,22,Low,2753
S_008318,NODE_0050,NODE_0095,10,Medium,1625
S_008319,NODE_0092,NODE_0117,28,Medium,1697
S_008320,NODE_0022,NODE_0227,10,Low,4456
S_008321,NODE_0176,NODE_0110,27,Medium,903
S_008322,NODE_0026,NODE_0219,8,Low,2422
S_008323,NODE_0285,NODE_0284,29,Medium,4235
S_008324,NODE_0107,NODE_0115,12,Low,1294
S_008325,NODE_0000,NODE_0271,11,High,2049
S_008326,NODE_0235,NODE_0187,12,High,4973
S_008327,NODE_0091,NODE_0212,8,Low,1217
S_008328,NODE_0270,NODE_0143,26,Medium,1319
S_008329,NODE_0031,NODE_0285,17,Medium,4656
S_008330,NODE_0288,NODE_0296,17,High,1264
S_008331,NODE_0270,NODE_0062,30,Low,2714
S_008332,NODE_0092,NODE_0287,4,Medium,2426
S_008333,NODE_0146,NODE_0069,25,High,516
S_008334,NODE_0210,NODE_0130,7,Low,3114
S_008335,NODE_0173,NODE_0096,26,Medium,2101
S_008336,NODE_0096,NODE_0145,19,High,4217
S_008337,NODE_0050,NODE_0227,5,High,603
S_008338,NODE_0138,NODE_0025,27,High,2267
S_008339,NODE_0094,NODE_0149,5,Medium,2105
S_008340,NODE_0016,NODE_0012,20,High,1163
S_008341,NODE_0235,NODE_0115,4,Medium,2078
S_008342,NODE_0113,NODE_0068,10,High,2362
S_008343,NODE_0001,NODE_0264,21,High,4579
S_008344,NODE_0087,NODE_0156,9,Medium,4618
S_008345,NODE_0122,NODE_0293,24,Low,4480
S_008346,NODE_0060,NODE_0069,3,Low,3496
S_008347,NODE_0253,NODE_0276,19,Medium,1139
S_008348,NODE_0025,NODE_0075,10,Low,4621
S_008349,NODE_0091,NODE_0241,25,Low,2801
S_008350,NODE_0148,NODE_0184,6,Low,4109
S_008351,NODE_0196,NODE_0292,19,High,1131
S_008352,NODE_0182,NODE_0073,27,High,2224
S_008353,NODE_0043,NODE_0046,30,High,4297
S_008354,NODE_0252,NODE_0259,19,Medium,1374
S_008355,NODE_0218,NODE_0207,12,Low,1373
S_008356,NODE_0273,NODE_0024,2,Medium,2761
S_008357,NODE_0151,NODE_0010,25,Low,4323
S_008358,NODE_0224,NODE_0199,2,Low,1535
S_008359,NODE_0113,NODE_0049,13,Low,3281
S_008360,NODE_0241,NODE_0188,3,Low,775
S_008361,NODE_0009,NODE_0110,13,Medium,4902
S_008362,NODE_0178,NODE_0241,28,Medium,2459
S_008363,NODE_0299,NODE_0243,21,Low,4994
S_008364,NODE_0138,NODE_0230,21,Low,4979
S_008365,NODE_0137,NODE_0187,17,Low,3681
S_008366,NODE_0116,NODE_0024,30,Low,1377
S_008367,NODE_0089,NODE_0039,18,Low,2072
S_008368,NODE_0208,NODE_0099,28,Medium,1598
S_008369,NODE_0169,NODE_0057,3,Low,4770
S_008370,NODE_0016,NODE_0105,25,High,1208
S_008371,NODE_0026,NODE_0078,13,Low,2404
S_008372,NODE_0225,NODE_0012,12,Low,3642
S_008373,NODE_0232,NODE_0150,18,High,1928
S_008374,NODE_0179,NODE_0081,28,Low,1808
S_008375,NODE_0166,NODE_0144,28,Medium,3257
S_008376,NODE_0142,NODE_0253,13,Low,1129
S_008377,NODE_0221,NODE_0047,10,Medium,3399
S_008378,NODE_0027,NODE_0105,13,Medium,2345
S_008379,NODE_0181,NODE_0144,6,Low,4112
S_008380,NODE_0081,NODE_0130,14,Medium,4201
S_008381,NODE_0196,NODE_0064,6,Medium,4447
S_008382,NODE_0199,NODE_0037,16,Medium,4106
S_008383,NODE_0006,NODE_0142,26,Medium,3247
S_008384,NODE_0085,NODE_0073,10,High,1898
S_008385,NODE_0022,NODE_0184,20,Medium,2635
S_008386,NODE_0075,NODE_0187,10,High,4185
S_008387,NODE_0272,NODE_0026,13,Medium,2379
S_008388,NODE_0246,NODE_0042,20,High,3761
S_008389,NODE_0020,NODE_0096,10,High,4479
S_008390,NODE_0113,NODE_0035,4,Medium,880
S_008391,NODE_0062,NODE_0178,13,Medium,2421
S_008392,NODE_0289,NODE_0189,6,Low,1285
S_008393,NODE_0162,NODE_0143,26,Low,2589
S_008394,NODE_0002,NODE_0047,12,Low,2639
S_008395,NODE_0109,NODE_0238,20,Low,4798
S_008396,NODE_0212,NODE_0280,1,High,4692
S_008397,NODE_0123,NODE_0173,17,High,3524
S_008398,NODE_0180,NODE_0257,21,Low,3999
S_008399,NODE_0133,NODE_0164,9,High,4172
S_008400,NODE_0191,NODE_0229,19,High,4457
S_008401,NODE_0133,NODE_0068,12,High,2895
S_008402,NODE_0082,NODE_0297,21,Low,2984
S_008403,NODE_0109,NODE_0196,17,Low,4411
S_008404,NODE_0167,NODE_0206,17,Medium,4552
S_008405,NODE_0270,NODE_0167,2,High,4211
S_008406,NODE_0267,NODE_0220,30,Medium,1985
S_008407,NODE_0162,NODE_0119,2,High,1376
S_008408,NODE_0170,NODE_0271,1,High,3810
S_008409,NODE_0224,NODE_0267,22,High,2642
S_008410,NODE_0191,NODE_0055,4,High,2322
S_008411,NODE_0081,NODE_0145,14,Medium,1081
S_008412,NODE_0288,NODE_0079,15,Medium,1901
S_008413,NODE_0110,NODE_0224,29,Low,666
S_008414,NODE_0004,NODE_0075,24,High,3515
S_008415,NODE_0197,NODE_0097,11,Low,4480
S_008416,NODE_0179,NODE_0231,2,Medium,2170
S_008417,NODE_0092,NODE_0021,19,High,2512
S_008418,NODE_0192,NODE_0039,8,High,664
S_008419,NODE_0033,NODE_0147,10,Medium,2741
S_008420,NODE_0055,NODE_0246,6,High,2867
S_008421,NODE_0036,NODE_0029,7,Medium,4539
S_008422,NODE_0167,NODE_0271,1,Medium,2319
S_008423,NODE_0078,NODE_0268,29,High,2680
S_008424,NODE_0020,NODE_0036,3,Medium,1135
S_008425,NODE_0097,NODE_0017,25,Low,4469
S_008426,NODE_0014,NODE_0235,4,High,2666
S_008427,NODE_0210,NODE_0234,19,Low,4311
S_008428,NODE_0243,NODE_0119,16,Low,1364
S_008429,NODE_0213,NODE_0292,26,Low,4165
S_008430,NODE_0176,NODE_0086,16,Medium,3889
S_008431,NODE_0024,NODE_0043,2,Low,3774
S_008432,NODE_0226,NODE_0240,10,Low,513
S_008433,NODE_0236,NODE_0028,3,High,2264
S_008434,NODE_0067,NODE_0189,21,High,3762
S_008435,NODE_0195,NODE_0036,18,Low,3595
S_008436,NODE_0048,NODE_0001,17,Medium,2496
S_008437,NODE_0232,NODE_0020,1,Medium,1010
S_008438,NODE_0010,NODE_0051,1,Low,1650
S_008439,NODE_0067,NODE_0059,6,High,3742
S_008440,NODE_0286,NODE_0111,28,High,842
S_008441,NODE_0163,NODE_0049,28,High,792
S_008442,NODE_0062,NODE_0039,25,High,1058
S_008443,NODE_0193,NODE_0289,7,Medium,1416
S_008444,NODE_0002,NODE_0195,30,Medium,4074
S_008445,NODE_0265,NODE_0244,27,Low,824
S_008446,NODE_0056,NODE_0144,20,Medium,1150
S_008447,NODE_0041,NODE_0217,8,Low,1727
S_008448,NODE_0077,NODE_0185,4,High,3622
S_008449,NODE_0131,NODE_0069,30,High,3198
S_008450,NODE_0259,NODE_0197,4,Medium,4154
S_008451,NODE_0074,NODE_0055,3,Medium,661
S_008452,NODE_0079,NODE_0167,9,Medium,3698
S_008453,NODE_0161,NODE_0167,2,Low,2756
S_008454,NODE_0080,NODE_0042,28,High,1662
S_008455,NODE_0166,NODE_0134,21,High,912
S_008456,NODE_0169,NODE_0238,12,High,3192
S_008457,NODE_0001,NODE_0087,10,Low,2563
S_008458,NODE_0070,NODE_0214,7,Low,3570
S_008459,NODE_0091,NODE_0116,4,High,4292
S_008460,NODE_0164,NODE_0147,17,Medium,4577
S_008461,NODE_0063,NODE_0099,5,Low,1766
S_008462,NODE_0008,NODE_0205,3,High,2190
S_008463,NODE_0066,NODE_0007,8,Low,4792
S_008464,NODE_0212,NODE_0230,14,High,4286
S_008465,NODE_0143,NODE_0157,17,Low,1957
S_008466,NODE_0261,NODE_0250,18,Low,4587
S_008467,NODE_0099,NODE_0031,2,Medium,4042
S_008468,NODE_0117,NODE_0016,23,High,3667
S_008469,NODE_0213,NODE_0200,28,Medium,4079
S_008470,NODE_0089,NODE_0290,13,Low,1783
S_008471,NODE_0222,NODE_0159,28,High,1074
S_008472,NODE_0021,NODE_0131,26,High,4536
S_008473,NODE_0062,NODE_0212,10,High,3184
S_008474,NODE_0131,NODE_0164,21,High,2668
S_008475,NODE_0155,NODE_0208,12,Medium,4283
S_008476,NODE_0060,NODE_0125,23,High,4188
S_008477,NODE_0056,NODE_0176,7,Medium,1870
S_008478,NODE_0238,NODE_0257,24,High,2235
S_008479,NODE_0089,NODE_0266,30,Medium,2261
S_008480,NODE_0074,NODE_0088,26,Medium,3593
S_008481,NODE_0218,NODE_0164,9,High,4876
S_008482,NODE_0148,NODE_0065,16,Medium,2872
S_008483,NODE_0219,NODE_0156,11,High,2753
S_008484,NODE_0030,NODE_0096,29,High,746
S_008485,NODE_0014,NODE_0079,21,Low,2959
S_008486,NODE_0119,NODE_0196,14,Medium,2907
S_008487,NODE_0183,NODE_0103,18,High,1910
S_008488,NODE_0110,NODE_0069,8,Medium,3227
S_008489,NODE_0125,NODE_0111,12,Medium,3917
S_008490,NODE_0263,NODE_0082,5,High,3902
S_008491,NODE_0186,NODE_0247,22,Medium,2984
S_008492,NODE_0076,NODE_0002,26,Low,4982
S_008493,NODE_0000,NODE_0057,7,Low,4323
S_008494,NODE_0203,NODE_0037,26,High,1138
S_008495,NODE_0187,NODE_0233,16,Low,1313
S_008496,NODE_0159,NODE_0045,4,Low,3417
S_008497,NODE_0270,NODE_0055,21,Medium,1759
S_008498,NODE_0108,NODE_0035,12,Low,2739
S_008499,NODE_0082,NODE_0280,3,Low,3434
S_008500,NODE_0279,NODE_0236,29,High,3817
S_008501,NODE_0172,NODE_0019,19,Low,3583
S_008502,NODE_0103,NODE_0229,29,High,3484
S_008503,NODE_0011,NODE_0188,29,Medium,1623
S_008504,NODE_0061,NODE_0189,3,Low,1257
S_008505,NODE_0031,NODE_0015,21,High,2669
S_008506,NODE_0150,NODE_0113,1,Low,1639
S_008507,NODE_0235,NODE_0249,8,Low,615
S_008508,NODE_0192,NODE_0171,13,High,2868
S_008509,NODE_0074,NODE_0228,21,Medium,2045
S_008510,NODE_0283,NODE_0004,27,High,4810
S_008511,NODE_0088,NODE_0195,28,Low,1851
S_008512,NODE_0201,NODE_0227,14,High,2354
S_008513,NODE_0051,NODE_0044,10,Low,1148
S_008514,NODE_0031,NODE_0234,11,Low,4620
S_008515,NODE_0243,NODE_0040,9,Low,2680
S_008516,NODE_0095,NODE_0221,24,Medium,1597
S_008517,NODE_0113,NODE_0015,26,Medium,2607
S_008518,NODE_0195,NODE_0057,10,Low,4646
S_008519,NODE_0103,NODE_0259,28,High,1018
S_008520,NODE_0211,NODE_0254,10,High,1600
S_008521,NODE_0276,NODE_0160,30,Medium,918
S_008522,NODE_0182,NODE_0272,10,High,4387
S_008523,NODE_0132,NODE_0126,18,High,2898
S_008524,NODE_0250,NODE_0172,5,High,4467
S_008525,NODE_0082,NODE_0156,11,High,4253
S_008526,NODE_0288,NODE_0284,19,High,1962
S_008527,NODE_0095,NODE_0147,11,Medium,2917
S_008528,NODE_0013,NODE_0143,5,Low,674
S_008529,NODE_0004,NODE_0057,10,High,3772
S_008530,NODE_0060,NODE_0056,25,Medium,4149
S_008531,NODE_0269,NODE_0164,26,Medium,3545
S_008532,NODE_0106,NODE_0289,24,High,756
S_008533,NODE_0177,NODE_0225,23,High,4976
S_008534,NODE_0194,NODE_0196,30,Low,4031
S_008535,NODE_0090,NODE_0110,8,High,3272
S_008536,NODE_0123,NODE_0004,2,High,1547
S_008537,NODE_0177,NODE_0179,7,High,3241
S_008538,NODE_0093,NODE_0189,13,High,2188
S_008539,NODE_0232,NODE_0249,22,High,2287
S_008540,NODE_0054,NODE_0089,27,Medium,1795
S_008541,NODE_0159,NODE_0185,17,High,4509
S_008542,NODE_0016,NODE_0062,8,Low,1458
S_008543,NODE_0032,NODE_0227,12,Low,4518
S_008544,NODE_0121,NODE_0105,12,High,2106
S_008545,NODE_0210,NODE_0072,29,Medium,1944
S_008546,NODE_0063,NODE_0172,3,Medium,4012
S_008547,NODE_0296,NODE_0158,10,Low,4558
S_008548,NODE_0280,NODE_0243,3,Medium,1060
S_008549,NODE_0118,NODE_0165,22,High,2267
S_008550,NODE_0178,NODE_0262,22,High,1186
S_008551,NODE_0028,NODE_0179,26,Medium,4911
S_008552,NODE_0089,NODE_0169,14,Low,4464
S_008553,NODE_0109,NODE_0217,26,Medium,2131
S_008554,NODE_0103,NODE_0063,14,Low,1763
S_008555,NODE_0000,NODE_0072,30,High,3946
S_008556,NODE_0273,NODE_0243,18,Medium,1754
S_008557,NODE_0241,NODE_0246,11,Low,3076
S_008558,NODE_0113,NODE_0203,22,Medium,1620
S_008559,NODE_0024,NODE_0225,28,High,3397
S_008560,NODE_0018,NODE_0196,13,High,1350
S_008561,NODE_0065,NODE_0279,11,High,3742
S_008562,NODE_0265,NODE_0168,19,Medium,2886
S_008563,NODE_0040,NODE_0215,10,High,2438
S_008564,NODE_0105,NODE_0050,25,Low,1213
S_008565,NODE_0163,NODE_0195,25,High,4939
S_008566,NODE_0162,NODE_0159,1,Low,3668
S_008567,NODE_0064,NODE_0050,17,Low,3720
S_008568,NODE_0005,NODE_0125,25,Medium,2546
S_008569,NODE_0086,NODE_0118,22,Medium,1502
S_008570,NODE_0281,NODE_0166,28,Low,1684
S_008571,NODE_0045,NODE_0218,27,Medium,3768
S_008572,NODE_0047,NODE_0102,23,Low,4106
S_008573,NODE_0123,NODE_0263,15,Low,2883
S_008574,NODE_0261,NODE_0148,22,Medium,2719
S_008575,NODE_0157,NODE_0101,1,Low,4302
S_008576,NODE_0149,NODE_0172,27,High,4192
S_008577,NODE_0250,NODE_0240,30,Medium,1492
S_008578,NODE_0150,NODE_0215,27,High,3337
S_008579,NODE_0051,NODE_0256,7,Low,3788
S_008580,NODE_0125,NODE_0102,25,Low,3505
S_008581,NODE_0113,NODE_0124,23,Medium,2112
S_008582,NODE_0020,NODE_0170,15,High,3393
S_008583,NODE_0237,NODE_0258,27,Medium,3808
S_008584,NODE_0028,NODE_0232,2,Low,3257
S_008585,NODE_0011,NODE_0233,24,Medium,4003
S_008586,NODE_0218,NODE_0022,30,Medium,3425
S_008587,NODE_0009,NODE_0263,30,Medium,1712
S_008588,NODE_0218,NODE_0041,2,Medium,4701
S_008589,NODE_0209,NODE_0190,12,High,2213
S_008590,NODE_0069,NODE_0197,25,Medium,4566
S_008591,NODE_0138,NODE_0054,21,High,2627
S_008592,NODE_0032,NODE_0092,22,Medium,614
S_008593,NODE_0133,NODE_0100,19,Medium,4763
S_008594,NODE_0145,NODE_0263,28,Low,3107
S_008595,NODE_0298,NODE_0198,2,Low,543
S_008596,NODE_0034,NODE_0282,22,High,1772
S_008597,NODE_0003,NODE_0262,16,Low,3674
S_008598,NODE_0110,NODE_0271,29,High,1497
S_008599,NODE_0110,NODE_0297,21,High,1688
S_008600,NODE_0244,NODE_0041,19,Low,4644
S_008601,NODE_0294,NODE_0112,18,Low,4876
S_008602,NODE_0244,NODE_0065,4,Medium,3223
S_008603,NODE_0001,NODE_0049,28,High,1106
S_008604,NODE_0238,NODE_0185,15,Medium,565
S_008605,NODE_0052,NODE_0261,2,High,4031
S_008606,NODE_0225,NODE_0163,24,Low,1533
S_008607,NODE_0210,NODE_0067,10,High,1208
S_008608,NODE_0170,NODE_0065,22,High,2341
S_008609,NODE_0086,NODE_0261,4,Medium,4075
S_008610,NODE_0172,NODE_0041,16,Medium,2145
S_008611,NODE_0039,NODE_0105,3,High,4275
S_008612,NODE_0148,NODE_0291,8,Low,2460
S_008613,NODE_0166,NODE_0070,23,High,4505
S_008614,NODE_0218,NODE_0093,26,Medium,3307
S_008615,NODE_0126,NODE_0251,14,High,3530
S_008616,NODE_0032,NODE_0047,28,High,1544
S_008617,NODE_0164,NODE_0223,25,Medium,3265
S_008618,NODE_0056,NODE_0196,7,High,1398
S_008619,NODE_0233,NODE_0086,16,Low,3201
S_008620,NODE_0128,NODE_0273,23,Low,3886
S_008621,NODE_0088,NODE_0273,3,High,2099
S_008622,NODE_0147,NODE_0062,8,Medium,692
S_008623,NODE_0096,NODE_0103,10,Medium,601
S_008624,NODE_0242,NODE_0159,19,Medium,4637
S_008625,NODE_0225,NODE_0166,15,Medium,2922
S_008626,NODE_0219,NODE_0161,10,High,2572
S_008627,NODE_0275,NODE_0072,4,High,4501
S_008628,NODE_0111,NODE_0285,22,Low,1366
S_008629,NODE_0065,NODE_0168,29,Medium,4678
S_008630,NODE_0278,NODE_0250,16,Medium,827
S_008631,NODE_0179,NODE_0029,7,Low,3288
S_008632,NODE_0033,NODE_0106,10,High,3606
S_008633,NODE_0191,NODE_0027,18,High,3906
S_008634,NODE_0165,NODE_0214,20,High,4012
S_008635,NODE_0112,NODE_0279,16,Medium,2901
S_008636,NODE_0245,NODE_0251,3,Low,3022
S_008637,NODE_0044,NODE_0084,11,High,2452
S_008638,NODE_0265,NODE_0127,9,Low,708
S_008639,NODE_0217,NODE_0188,25,Medium,1608
S_008640,NODE_0228,NODE_0215,27,Medium,3503
S_008641,NODE_0215,NODE_0080,23,Low,3948
S_008642,NODE_0255,NODE_0025,28,Low,2409
S_008643,NODE_0109,NODE_0192,15,High,4489
S_008644,NODE_0232,NODE_0131,10,Low,774
S_008645,NODE_0286,NODE_0128,7,High,4343
S_008646,NODE_0062,NODE_0057,17,Low,950
S_008647,NODE_0006,NODE_0111,22,Medium,788
S_008648,NODE_0125,NODE_0171,24,High,2000
S_008649,NODE_0244,NODE_0058,30,Medium,2122
S_008650,NODE_0069,NODE_0027,7,Low,588
S_008651,NODE_0223,NODE_0203,13,Medium,4068
S_008652,NODE_0184,NODE_0049,27,High,2685
S_008653,NODE_0243,NODE_0260,26,High,4582
S_008654,NODE_0239,NODE_0269,18,High,2994
S_008655,NODE_0179,NODE_0256,21,High,4527
S_008656,NODE_0182,NODE_0238,23,High,4408
S_008657,NODE_0043,NODE_0050,10,High,1209
S_008658,NODE_0234,NODE_0150,14,Low,943
S_008659,NODE_0192,NODE_0090,26,Low,3402
S_008660,NODE_0049,NODE_0010,18,High,2172
S_008661,NODE_0068,NODE_0252,22,High,3758
S_008662,NODE_0200,NODE_0266,28,Medium,4940
S_008663,NODE_0292,NODE_0268,10,Low,645
S_008664,NODE_0010,NODE_0117,6,Medium,3211
S_008665,NODE_0030,NODE_0116,2,Medium,1645
S_008666,NODE_0133,NODE_0048,4,Medium,1879
S_008667,NODE_0020,NODE_0226,14,Medium,1279
S_008668,NODE_0114,NODE_0110,11,Low,2812
S_008669,NODE_0191,NODE_0243,14,Low,2537
S_008670,NODE_0291,NODE_0213,28,High,1078
S_008671,NODE_0015,NODE_0276,9,High,1848
S_008672,NODE_0244,NODE_0027,10,Medium,2187
S_008673,NODE_0267,NODE_0217,18,Medium,3763
S_008674,NODE_0035,NODE_0073,23,High,4175
S_008675,NODE_0210,NODE_0251,13,Low,1430
S_008676,NODE_0100,NODE_0171,10,High,3128
S_008677,NODE_0206,NODE_0034,9,High,2356
S_008678,NODE_0061,NODE_0176,24,Low,4695
S_008679,NODE_0097,NODE_0155,18,High,3471
S_008680,NODE_0125,NODE_0033,6,Low,761
S_008681,NODE_0266,NODE_0169,19,Low,3054
S_008682,NODE_0024,NODE_0015,28,Low,2791
S_008683,NODE_0053,NODE_0230,2,Low,3813
S_008684,NODE_0128,NODE_0093,29,Low,4521
S_008685,NODE_0127,NODE_0111,3,Low,2948
S_008686,NODE_0076,NODE_0159,3,Medium,4103
S_008687,NODE_0063,NODE_0262,19,Medium,3723
S_008688,NODE_0083,NODE_0038,25,Medium,4342
S_008689,NODE_0150,NODE_0072,21,High,1955
S_008690,NODE_0050,NODE_0017,27,Low,4555
S_008691,NODE_0069,NODE_0253,29,Medium,4939
S_008692,NODE_0068,NODE_0041,23,Medium,1211
S_008693,NODE_0245,NODE_0172,1,High,4516
S_008694,NODE_0290,NODE_0215,8,Low,2342
S_008695,NODE_0073,NODE_0140,22,Low,2748
S_008696,NODE_0199,NODE_0041,20,Medium,3113
S_008697,NODE_0047,NODE_0202,13,Low,4443
S_008698,NODE_0047,NODE_0141,12,Medium,922
S_008699,NODE_0217,NODE_0162,30,High,4852
S_008700,NODE_0221,NODE_0259,14,Low,2254
S_008701,NODE_0226,NODE_0261,12,High,4174
S_008702,NODE_0236,NODE_0049,22,Medium,1507
S_008703,NODE_0091,NODE_0033,19,High,2097
S_008704,NODE_0044,NODE_0252,13,High,4418
S_008705,NODE_0000,NODE_0250,21,Low,511
S_008706,NODE_0065,NODE_0087,21,Medium,3972
S_008707,NODE_0082,NODE_0141,10,Medium,1999
S_008708,NODE_0226,NODE_0258,28,Medium,2105
S_008709,NODE_0000,NODE_0005,8,High,4965
S_008710,NODE_0254,NODE_0256,21,Low,3941
S_008711,NODE_0146,NODE_0216,29,Medium,3019
S_008712,NODE_0044,NODE_0276,14,High,2990
S_008713,NODE_0261,NODE_0249,23,Medium,2084
S_008714,NODE_0091,NODE_0003,7,High,1656
S_008715,NODE_0085,NODE_0193,18,Medium,4605
S_008716,NODE_0241,NODE_0013,21,High,2195
S_008717,NODE_0240,NODE_0187,12,High,4523
S_008718,NODE_0272,NODE_0188,26,Medium,3184
S_008719,NODE_0247,NODE_0197,29,Medium,2256
S_008720,NODE_0002,NODE_0296,5,Medium,3928
S_008721,NODE_0147,NODE_0105,1,High,1414
S_008722,NODE_0113,NODE_0066,5,Low,3334
S_008723,NODE_0235,NODE_0189,1,Medium,1122
S_008724,NODE_0070,NODE_0083,14,Medium,3006
S_008725,NODE_0122,NODE_0191,24,Low,2803
S_008726,NODE_0161,NODE_0189,24,High,4133
S_008727,NODE_0118,NODE_0050,10,High,1734
S_008728,NODE_0217,NODE_0216,6,Low,2574
S_008729,NODE_0251,NODE_0224,14,Low,2150
S_008730,NODE_0284,NODE_0077,26,High,4614
S_008731,NODE_0030,NODE_0246,3,Low,901
S_008732,NODE_0073,NODE_0130,11,High,4826
S_008733,NODE_0219,NODE_0139,4,High,4266
S_008734,NODE_0122,NODE_0199,20,Medium,2503
S_008735,NODE_0114,NODE_0103,8,High,2103
S_008736,NODE_0100,NODE_0269,15,Medium,4697
S_008737,NODE_0107,NODE_0282,24,Medium,4776
S_008738,NODE_0297,NODE_0271,5,Medium,4700
S_008739,NODE_0062,NODE_0229,7,High,4052
S_008740,NODE_0275,NODE_0052,30,Medium,3355
S_008741,NODE_0092,NODE_0072,8,Medium,804
S_008742,NODE_0251,NODE_0120,16,High,4518
S_008743,NODE_0119,NODE_0184,5,Low,4782
S_008744,NODE_0012,NODE_0192,17,Medium,3808
S_008745,NODE_0015,NODE_0100,30,Low,2870
S_008746,NODE_0090,NODE_0179,2,High,3732
S_008747,NODE_0237,NODE_0078,24,Low,3845
S_008748,NODE_0222,NODE_0094,18,Low,963
S_008749,NODE_0230,NODE_0206,15,Medium,4139
S_008750,NODE_0275,NODE_0211,15,High,2375
S_008751,NODE_0246,NODE_0038,18,Low,871
